,gene_id
chr8-100258351-100259241,ENSG00000034677
chr8-100262180-100263040,ENSG00000034677
chr8-100266649-100267552,ENSG00000034677
chr8-100290420-100291228,ENSG00000034677
chr8-100303052-100303681,ENSG00000034677
chr8-100309708-100310616,ENSG00000034677
chr8-100313294-100314144,ENSG00000034677
chr8-100314535-100315399,ENSG00000034677
chr8-100315954-100316778,ENSG00000034677
chr8-100317363-100318249,ENSG00000034677
chr8-100333889-100334761,ENSG00000034677
chr8-100385872-100386772,ENSG00000253824
chr8-100395494-100396148,ENSG00000253824
chr8-100409994-100410784,ENSG00000253824
chr8-100415568-100416476,ENSG00000253824
chr8-100419056-100419951,ENSG00000253824
chr8-100426103-100426993,ENSG00000253824
chr8-100428427-100429333,ENSG00000253824
chr8-100430476-100431352,ENSG00000253824
chr8-100437732-100438648,ENSG00000253824
chr8-100440286-100441130,ENSG00000253824
chr8-100442837-100443746,ENSG00000253824
chr8-100451672-100452569,ENSG00000253824
chr8-100463340-100464129,ENSG00000253824
chr8-100515003-100515871,ENSG00000186106
chr8-100526758-100527642,ENSG00000186106
chr8-100540545-100541431,ENSG00000186106
chr8-100559303-100560162,ENSG00000186106
chr8-100691581-100692406,ENSG00000070756
chr8-100698648-100699589,ENSG00000070756
chr8-100716181-100717063,ENSG00000070756
chr8-100719308-100720072,ENSG00000070756
chr8-100721927-100722816,ENSG00000070756
chr8-100724091-100724863,ENSG00000070756
chr8-100926111-100926964,ENSG00000164924
chr8-100929742-100930598,ENSG00000164924
chr8-100932888-100933719,ENSG00000164924
chr8-100938371-100939235,ENSG00000164924
chr8-100939688-100940524,ENSG00000164924
chr8-100944075-100944895,ENSG00000164924
chr8-100950152-100951041,ENSG00000164924
chr8-100951717-100952573,ENSG00000164924
chr8-101179740-101180636,ENSG00000120963
chr8-101198172-101198935,ENSG00000120963
chr8-101199378-101200295,ENSG00000120963
chr8-101200651-101201365,ENSG00000120963
chr8-101205337-101206243,ENSG00000120963
chr8-101730861-101731693,ENSG00000104490
chr8-101790628-101791508,ENSG00000104490
chr8-101809499-101810415,ENSG00000104490
chr8-101891486-101892360,ENSG00000104490
chr8-101902292-101903209,ENSG00000104490
chr8-101961693-101962625,ENSG00000104490
chr8-101967413-101968234,ENSG00000104490
chr8-102010395-102011270,ENSG00000104490
chr8-102032522-102033412,ENSG00000104490
chr8-102038415-102039351,ENSG00000104490
chr8-102044684-102045568,ENSG00000104490
chr8-102074119-102074818,ENSG00000104490
chr8-102095480-102096057,ENSG00000104490
chr8-102096167-102096669,ENSG00000104490
chr8-102097485-102098400,ENSG00000104490
chr8-102100540-102101426,ENSG00000104490
chr8-102106431-102107223,ENSG00000104490
chr8-102107797-102108634,ENSG00000104490
chr8-102113880-102114694,ENSG00000104490
chr8-102122915-102123558,ENSG00000104490
chr8-102123685-102124460,ENSG00000104490
chr8-102238681-102239608,ENSG00000048392
chr8-102272182-102273034,ENSG00000104517
chr8-102287040-102287926,ENSG00000104517
chr8-102289740-102290627,ENSG00000104517
chr8-102367952-102368864,ENSG00000104517
chr8-102375221-102376139,ENSG00000104517
chr8-102380805-102381692,ENSG00000104517
chr8-102382805-102383688,ENSG00000104517
chr8-102394705-102395469,ENSG00000104517
chr8-102395612-102396416,ENSG00000104517
chr8-102403409-102404265,ENSG00000104517
chr8-102412359-102413190,ENSG00000104517
chr8-102651536-102652416,ENSG00000155090
chr8-102653692-102654562,ENSG00000155090
chr8-102655514-102656360,ENSG00000155090
chr8-102830239-102831090,ENSG00000155096
chr8-102862658-102863481,ENSG00000253320
chr8-102863958-102864800,ENSG00000155096
chr8-102884015-102884823,ENSG00000253320
chr8-102886707-102887633,ENSG00000253320
chr8-102897859-102898607,ENSG00000253320
chr8-102899057-102899965,ENSG00000253320
chr8-102910389-102911282,ENSG00000253320
chr8-102920203-102921091,ENSG00000253320
chr8-102929751-102930642,ENSG00000253320
chr8-102956247-102957067,ENSG00000253320
chr8-102961351-102962220,ENSG00000253320
chr8-102970709-102971598,ENSG00000253320
chr8-102976679-102977515,ENSG00000253320
chr8-102978266-102979080,ENSG00000253320
chr8-102979477-102980293,ENSG00000253320
chr8-103020589-103021506,ENSG00000155097
chr8-103022711-103023504,ENSG00000155097
chr8-103025458-103026325,ENSG00000155097
chr8-103026785-103027565,ENSG00000155097
chr8-103138500-103139395,ENSG00000164929
chr8-103140475-103141279,ENSG00000164929
chr8-103151874-103152775,ENSG00000164929
chr8-103184374-103185264,ENSG00000247081
chr8-103293633-103294491,ENSG00000247081
chr8-103298512-103299368,ENSG00000247081
chr8-103406031-103406935,ENSG00000164933
chr8-103411841-103412733,ENSG00000164934
chr8-103414701-103415576,ENSG00000164933
chr8-103419395-103420292,ENSG00000164934
chr8-104585419-104586234,ENSG00000147650
chr8-104588755-104589678,ENSG00000169946
chr8-104622474-104623409,ENSG00000169946
chr8-104665131-104666053,ENSG00000169946
chr8-104759439-104760293,ENSG00000169946
chr8-104787571-104788443,ENSG00000169946
chr8-105239202-105240086,ENSG00000169946
chr8-105243699-105244619,ENSG00000169946
chr8-105319029-105319900,ENSG00000169946
chr8-105568729-105569638,ENSG00000169946
chr8-105729283-105730166,ENSG00000169946
chr8-105731707-105732609,ENSG00000169946
chr8-105779529-105780424,ENSG00000169946
chr8-106556342-106557225,ENSG00000253582
chr8-106591648-106592514,ENSG00000253582
chr8-106657300-106658181,ENSG00000253582
chr8-106658481-106659184,ENSG00000253582
chr8-106667667-106668499,ENSG00000164830
chr8-106704758-106705640,ENSG00000164830
chr8-106725619-106726516,ENSG00000164830
chr8-107344102-107344711,ENSG00000154188
chr8-107344815-107345262,ENSG00000154188
chr8-107494738-107495332,ENSG00000154188
chr8-107495625-107496468,ENSG00000154188
chr8-107497041-107497610,ENSG00000154188
chr8-107497719-107498165,ENSG00000154188
chr8-108248317-108249191,ENSG00000104408
chr8-108266121-108267004,ENSG00000104408
chr8-108443177-108444048,ENSG00000104412
chr8-108464179-108465011,ENSG00000104412
chr8-108468380-108469284,ENSG00000104412
chr8-109325599-109326494,ENSG00000120526
chr8-109331987-109332703,ENSG00000120526
chr8-109333801-109334709,ENSG00000120526
chr8-109539353-109540210,ENSG00000147654
chr8-115427359-115428261,ENSG00000104447
chr8-115429006-115429845,ENSG00000104447
chr8-115430076-115430972,ENSG00000104447
chr8-115431227-115432075,ENSG00000104447
chr8-115446264-115447156,ENSG00000104447
chr8-115449765-115450527,ENSG00000104447
chr8-115451664-115452423,ENSG00000104447
chr8-115457569-115458468,ENSG00000104447
chr8-115494812-115495723,ENSG00000104447
chr8-115576134-115577024,ENSG00000104447
chr8-115581932-115582800,ENSG00000104447
chr8-115588654-115589556,ENSG00000104447
chr8-115614523-115615443,ENSG00000104447
chr8-115647951-115648846,ENSG00000104447
chr8-115649538-115650408,ENSG00000104447
chr8-115668613-115669516,ENSG00000104447
chr8-116651583-116652511,ENSG00000147677
chr8-116694553-116695462,ENSG00000147677
chr8-116703135-116703911,ENSG00000147677
chr8-116708955-116709832,ENSG00000147677
chr8-116755387-116756302,ENSG00000147677
chr8-116761170-116762048,ENSG00000147677
chr8-116765979-116766884,ENSG00000147679
chr8-116786246-116787100,ENSG00000147679
chr8-116788066-116788964,ENSG00000147679
chr8-116851009-116851812,ENSG00000164754
chr8-116868936-116869830,ENSG00000164754
chr8-116874383-116875201,ENSG00000164754
chr8-117520280-117521157,ENSG00000164758
chr8-117861865-117862726,ENSG00000182197
chr8-117881275-117882185,ENSG00000182197
chr8-117928967-117929800,ENSG00000182197
chr8-117937162-117938034,ENSG00000182197
chr8-117956830-117957667,ENSG00000182197
chr8-117969502-117970433,ENSG00000182197
chr8-117980437-117981233,ENSG00000182197
chr8-117989169-117990058,ENSG00000182197
chr8-118019190-118020092,ENSG00000182197
chr8-118056010-118056891,ENSG00000182197
chr8-118060490-118061411,ENSG00000182197
chr8-118080546-118081367,ENSG00000182197
chr8-118089435-118090333,ENSG00000182197
chr8-118099444-118100290,ENSG00000182197
chr8-118102986-118103888,ENSG00000182197
chr8-118108492-118109402,ENSG00000182197
chr8-118111482-118112395,ENSG00000182197
chr8-118189848-118190745,ENSG00000177570
chr8-118195637-118196540,ENSG00000177570
chr8-118279181-118280097,ENSG00000177570
chr8-118281686-118282607,ENSG00000225885
chr8-118285087-118285933,ENSG00000225885
chr8-118414697-118415586,ENSG00000177570
chr8-118418854-118419641,ENSG00000177570
chr8-118508972-118509867,ENSG00000177570
chr8-118548449-118549315,ENSG00000177570
chr8-118563770-118564687,ENSG00000177570
chr8-118621601-118622504,ENSG00000177570
chr8-119601205-119602091,ENSG00000136960
chr8-119615198-119616092,ENSG00000136960
chr8-119638583-119639461,ENSG00000136960
chr8-119641403-119641773,ENSG00000136960
chr8-119641853-119642199,ENSG00000136960
chr8-119643628-119644471,ENSG00000136960
chr8-119648152-119649005,ENSG00000136960
chr8-119654856-119655734,ENSG00000136960
chr8-119767488-119768309,ENSG00000064313
chr8-119768771-119769602,ENSG00000064313
chr8-119824438-119825259,ENSG00000064313
chr8-119832398-119833302,ENSG00000064313
chr8-119855445-119856375,ENSG00000136982
chr8-119873346-119874187,ENSG00000155792
chr8-119919610-119920415,ENSG00000155792
chr8-119951778-119952650,ENSG00000155792
chr8-119955866-119956738,ENSG00000155792
chr8-119962098-119962971,ENSG00000155792
chr8-119973209-119974130,ENSG00000155792
chr8-119980001-119980864,ENSG00000155792
chr8-119982216-119983056,ENSG00000155792
chr8-120008575-120009449,ENSG00000155792
chr8-120404457-120405367,ENSG00000172172
chr8-120444796-120445702,ENSG00000172167
chr8-120452456-120453336,ENSG00000172167
chr8-120472108-120472998,ENSG00000172167
chr8-120678075-120678944,ENSG00000172164
chr8-120701871-120702769,ENSG00000172164
chr8-120706312-120707163,ENSG00000172164
chr8-120724567-120725445,ENSG00000172164
chr8-120731127-120731833,ENSG00000172164
chr8-120731967-120732709,ENSG00000172164
chr8-120734587-120735511,ENSG00000172164
chr8-120740504-120741410,ENSG00000172164
chr8-120742369-120743292,ENSG00000172164
chr8-120747729-120748532,ENSG00000172164
chr8-120749207-120750110,ENSG00000172164
chr8-120774955-120775849,ENSG00000172164
chr8-120779394-120779906,ENSG00000172164
chr8-120780013-120780605,ENSG00000172164
chr8-120785510-120786425,ENSG00000172164
chr8-120803290-120804161,ENSG00000172164
chr8-120808665-120809041,ENSG00000172164
chr8-120809149-120810017,ENSG00000172164
chr8-120811744-120812663,ENSG00000172164
chr8-122489376-122490273,ENSG00000253819
chr8-122567568-122568452,ENSG00000253819
chr8-122572047-122572942,ENSG00000253819
chr8-122606451-122607363,ENSG00000253819
chr8-122638658-122639559,ENSG00000253819
chr8-122673194-122674097,ENSG00000253819
chr8-122678719-122679507,ENSG00000253819
chr8-122713305-122714116,ENSG00000253819
chr8-122732238-122732872,ENSG00000253819
chr8-122733338-122734218,ENSG00000253819
chr8-122779814-122780690,ENSG00000178764
chr8-122781060-122781870,ENSG00000178764
chr8-122782241-122782969,ENSG00000178764
chr8-122786508-122787300,ENSG00000178764
chr8-122787526-122788376,ENSG00000178764
chr8-122792817-122793757,ENSG00000178764
chr8-122794748-122795656,ENSG00000178764
chr8-122798721-122799627,ENSG00000178764
chr8-122809102-122809990,ENSG00000178764
chr8-122827913-122828835,ENSG00000178764
chr8-122829842-122830717,ENSG00000178764
chr8-122847307-122848202,ENSG00000178764
chr8-122857645-122858494,ENSG00000178764
chr8-122909618-122910489,ENSG00000178764
chr8-122910665-122911501,ENSG00000178764
chr8-122918691-122919593,ENSG00000178764
chr8-122926084-122926933,ENSG00000178764
chr8-122944090-122944988,ENSG00000178764
chr8-122947276-122948175,ENSG00000178764
chr8-123017325-123018174,ENSG00000136986
chr8-123022141-123023038,ENSG00000136986
chr8-123037358-123038192,ENSG00000136986
chr8-123041664-123042458,ENSG00000156787
chr8-123057670-123058493,ENSG00000156787
chr8-123065379-123066262,ENSG00000156787
chr8-123072227-123073104,ENSG00000156787
chr8-123083916-123084820,ENSG00000156787
chr8-123085586-123086459,ENSG00000156787
chr8-123095799-123096706,ENSG00000156787
chr8-123109496-123110389,ENSG00000156787
chr8-123112464-123113369,ENSG00000156787
chr8-123139202-123140111,ENSG00000156787
chr8-123148783-123149643,ENSG00000156787
chr8-123220371-123221235,ENSG00000189376
chr8-123228790-123229616,ENSG00000189376
chr8-123240897-123241762,ENSG00000189376
chr8-123250719-123251630,ENSG00000165156
chr8-123274117-123275016,ENSG00000165156
chr8-123385872-123386769,ENSG00000156802
chr8-123387885-123388791,ENSG00000156802
chr8-123394993-123395704,ENSG00000156802
chr8-123396127-123397024,ENSG00000156802
chr8-123401780-123402648,ENSG00000156802
chr8-123416136-123417031,ENSG00000156795
chr8-123447516-123448412,ENSG00000156795
chr8-123511884-123512799,ENSG00000156804
chr8-123516667-123517532,ENSG00000156804
chr8-123520033-123520943,ENSG00000156804
chr8-123534247-123535122,ENSG00000156804
chr8-123536143-123536931,ENSG00000156804
chr8-123537447-123538240,ENSG00000156804
chr8-123540917-123541760,ENSG00000156804
chr8-123765935-123766815,ENSG00000176853
chr8-123767973-123768887,ENSG00000176853
chr8-123770030-123770664,ENSG00000176853
chr8-123770777-123771316,ENSG00000176853
chr8-123772439-123773310,ENSG00000176853
chr8-123777341-123778156,ENSG00000176853
chr8-124195737-124196627,ENSG00000214803
chr8-124197579-124198459,ENSG00000214803
chr8-124199784-124200703,ENSG00000214803
chr8-124237737-124238668,ENSG00000214803
chr8-124247082-124247909,ENSG00000214803
chr8-124351541-124352335,ENSG00000164983
chr8-124363881-124364810,ENSG00000164983
chr8-124372279-124373178,ENSG00000164983
chr8-124450177-124451128,ENSG00000183665
chr8-124474329-124475224,ENSG00000245149
chr8-124476072-124476840,ENSG00000245149
chr8-124480012-124480908,ENSG00000170881
chr8-124483260-124484044,ENSG00000170881
chr8-124490965-124491729,ENSG00000147687
chr8-124492090-124492950,ENSG00000147687
chr8-124525621-124526497,ENSG00000147687
chr8-124527055-124527922,ENSG00000147687
chr8-124538638-124539437,ENSG00000147684
chr8-124544940-124545846,ENSG00000147684
chr8-124556036-124556789,ENSG00000170873
chr8-124561501-124562342,ENSG00000170873
chr8-124564299-124565210,ENSG00000170873
chr8-124574184-124575076,ENSG00000170873
chr8-124579123-124580021,ENSG00000170873
chr8-124583043-124583910,ENSG00000170873
chr8-124585708-124586526,ENSG00000170873
chr8-124592635-124593546,ENSG00000170873
chr8-124594248-124595158,ENSG00000170873
chr8-124595815-124596705,ENSG00000170873
chr8-124600573-124601299,ENSG00000170873
chr8-124601420-124602048,ENSG00000170873
chr8-124604724-124605480,ENSG00000170873
chr8-124609953-124610815,ENSG00000170873
chr8-124611835-124612643,ENSG00000170873
chr8-124618992-124619854,ENSG00000170873
chr8-124627844-124628728,ENSG00000170873
chr8-124629525-124630404,ENSG00000170873
chr8-124635080-124635994,ENSG00000170873
chr8-124637263-124638176,ENSG00000170873
chr8-124640546-124641316,ENSG00000170873
chr8-124641881-124642677,ENSG00000170873
chr8-124643798-124644703,ENSG00000170873
chr8-124648746-124649575,ENSG00000170873
chr8-124649959-124650785,ENSG00000170873
chr8-124651136-124651868,ENSG00000170873
chr8-124654986-124655900,ENSG00000170873
chr8-124660067-124660974,ENSG00000170873
chr8-124663819-124664655,ENSG00000170873
chr8-124673095-124674007,ENSG00000170873
chr8-124687574-124688456,ENSG00000170873
chr8-124692575-124693414,ENSG00000170873
chr8-124702596-124703477,ENSG00000170873
chr8-124709319-124710242,ENSG00000170873
chr8-124714709-124715599,ENSG00000170873
chr8-124720244-124721172,ENSG00000170873
chr8-124726745-124727539,ENSG00000170873
chr8-124728118-124728982,ENSG00000170873
chr8-124997937-124998857,ENSG00000104549
chr8-125091318-125092224,ENSG00000156831
chr8-125098874-125099695,ENSG00000156831
chr8-125099838-125100681,ENSG00000156831
chr8-125110496-125111359,ENSG00000156831
chr8-125118092-125118966,ENSG00000156831
chr8-125125321-125126193,ENSG00000156831
chr8-125151618-125152334,ENSG00000156831
chr8-125163088-125163958,ENSG00000156831
chr8-125168532-125169382,ENSG00000156831
chr8-125174561-125175431,ENSG00000156831
chr8-125180781-125181536,ENSG00000156831
chr8-125191525-125192420,ENSG00000156831
chr8-125210125-125211009,ENSG00000156831
chr8-125219200-125219800,ENSG00000156831
chr8-125220107-125220722,ENSG00000156831
chr8-125223116-125223961,ENSG00000156831
chr8-125226486-125227361,ENSG00000156831
chr8-125228410-125229215,ENSG00000156831
chr8-125262352-125263257,ENSG00000156831
chr8-125273036-125273815,ENSG00000156831
chr8-125277997-125278786,ENSG00000156831
chr8-125307288-125308228,ENSG00000156831
chr8-125309415-125310324,ENSG00000156831
chr8-125333842-125334669,ENSG00000156831
chr8-125341943-125342815,ENSG00000156831
chr8-125343751-125344674,ENSG00000156831
chr8-125352601-125353495,ENSG00000156831
chr8-125362458-125363319,ENSG00000156831
chr8-125429547-125430435,ENSG00000173334
chr8-125431871-125432748,ENSG00000173334
chr8-125434146-125435110,ENSG00000173334
chr8-125645890-125646682,ENSG00000286122
chr8-125648072-125648918,ENSG00000286122
chr8-125649307-125650114,ENSG00000286122
chr8-125693956-125694854,ENSG00000286122
chr8-125696483-125697374,ENSG00000286122
chr8-125698468-125699324,ENSG00000286122
chr8-125700343-125701229,ENSG00000286122
chr8-125702153-125703000,ENSG00000286122
chr8-125706075-125706947,ENSG00000286122
chr8-125721774-125722662,ENSG00000286122
chr8-125729289-125729704,ENSG00000286122
chr8-125729804-125730372,ENSG00000286122
chr8-125828577-125829494,ENSG00000286122
chr8-125901208-125902083,ENSG00000286122
chr8-125911616-125912530,ENSG00000286122
chr8-125924300-125925208,ENSG00000286122
chr8-125930244-125931126,ENSG00000286122
chr8-125933698-125934624,ENSG00000286122
chr8-125941817-125942742,ENSG00000286122
chr8-125947132-125948051,ENSG00000286122
chr8-125948337-125949069,ENSG00000286122
chr8-125950852-125951717,ENSG00000286122
chr8-125957485-125958406,ENSG00000286122
chr8-125968532-125969400,ENSG00000286122
chr8-125971704-125972609,ENSG00000286122
chr8-126066615-126067409,ENSG00000245164
chr8-126068428-126069305,ENSG00000245164
chr8-126274969-126275806,ENSG00000245164
chr8-126556210-126557142,ENSG00000168672
chr8-126558038-126558890,ENSG00000253438
chr8-126809682-126810539,ENSG00000253438
chr8-126824164-126825061,ENSG00000253438
chr8-126876338-126877238,ENSG00000253438
chr8-126991443-126992347,ENSG00000253438
chr8-127034517-127035196,ENSG00000253438
chr8-127035395-127036243,ENSG00000253438
chr8-127085969-127086848,ENSG00000253438
chr8-127124838-127125737,ENSG00000253438
chr8-127163529-127164409,ENSG00000253438
chr8-127169713-127170548,ENSG00000253438
chr8-127170852-127171542,ENSG00000253438
chr8-127178293-127179208,ENSG00000253438
chr8-127181686-127182599,ENSG00000254166
chr8-127188690-127189512,ENSG00000253438
chr8-127196594-127197503,ENSG00000253438
chr8-127201004-127201921,ENSG00000253438
chr8-127207909-127208693,ENSG00000253438
chr8-127209747-127210309,ENSG00000254166
chr8-127210429-127211135,ENSG00000253438
chr8-127215344-127216239,ENSG00000253438
chr8-127222331-127223276,ENSG00000253438
chr8-127240501-127241384,ENSG00000253438
chr8-127300521-127301438,ENSG00000253438
chr8-127302490-127303399,ENSG00000246228
chr8-127307383-127308271,ENSG00000253438
chr8-127386773-127387675,ENSG00000253438
chr8-127399463-127400352,ENSG00000253438
chr8-127426614-127427522,ENSG00000246228
chr8-127430620-127431484,ENSG00000246228
chr8-127440922-127441826,ENSG00000246228
chr8-127458093-127458903,ENSG00000246228
chr8-127733705-127734548,ENSG00000136997
chr8-127735049-127735702,ENSG00000136997
chr8-127735832-127736570,ENSG00000136997
chr8-127737372-127738252,ENSG00000136997
chr8-127738489-127739231,ENSG00000136997
chr8-127741858-127742686,ENSG00000136997
chr8-127793999-127794898,ENSG00000249859
chr8-127799297-127800217,ENSG00000249859
chr8-127831344-127832233,ENSG00000249859
chr8-127851263-127852104,ENSG00000249859
chr8-127863609-127864448,ENSG00000249859
chr8-127866603-127867254,ENSG00000249859
chr8-127875740-127876508,ENSG00000249859
chr8-127886778-127887652,ENSG00000249859
chr8-127889733-127890651,ENSG00000249859
chr8-127891355-127892282,ENSG00000249859
chr8-127898400-127899330,ENSG00000249859
chr8-127900557-127901476,ENSG00000249859
chr8-127911419-127912174,ENSG00000249859
chr8-127917330-127918196,ENSG00000249859
chr8-127928147-127928963,ENSG00000249859
chr8-127931433-127932298,ENSG00000249859
chr8-127949321-127950225,ENSG00000249859
chr8-127959988-127960862,ENSG00000249859
chr8-127964946-127965840,ENSG00000249859
chr8-127970753-127971569,ENSG00000249859
chr8-127973685-127974575,ENSG00000249859
chr8-127975378-127976257,ENSG00000249859
chr8-127976419-127977105,ENSG00000249859
chr8-127977546-127978419,ENSG00000249859
chr8-127980052-127980871,ENSG00000249859
chr8-127981094-127981953,ENSG00000249859
chr8-127992781-127993667,ENSG00000249859
chr8-127996346-127997286,ENSG00000249859
chr8-128000802-128001671,ENSG00000249859
chr8-128014194-128015113,ENSG00000249859
chr8-128020677-128021522,ENSG00000249859
chr8-128030805-128031625,ENSG00000249859
chr8-128034856-128035732,ENSG00000249859
chr8-128041900-128042773,ENSG00000249859
chr8-128044671-128045587,ENSG00000249859
chr8-128048909-128049734,ENSG00000249859
chr8-128056351-128057246,ENSG00000249859
chr8-128076562-128077425,ENSG00000249859
chr8-128120356-128121254,ENSG00000249859
chr8-128123373-128124266,ENSG00000249859
chr8-128149603-128150478,ENSG00000249859
chr8-128151015-128151859,ENSG00000249859
chr8-128167469-128168341,ENSG00000249859
chr8-128173604-128174453,ENSG00000249859
chr8-128176493-128177339,ENSG00000249859
chr8-128183117-128183969,ENSG00000249859
chr8-128184450-128185276,ENSG00000249859
chr8-128185629-128186507,ENSG00000249859
chr8-128653052-128653925,ENSG00000229140
chr8-128657221-128658023,ENSG00000229140
chr8-128659316-128660220,ENSG00000229140
chr8-128681889-128682815,ENSG00000229140
chr8-128858836-128859730,ENSG00000229140
chr8-128948452-128949318,ENSG00000229140
chr8-128973129-128974027,ENSG00000229140
chr8-129023620-129024536,ENSG00000229140
chr8-129269025-129269921,ENSG00000229140
chr8-129303215-129304077,ENSG00000229140
chr8-129415312-129416179,ENSG00000229140
chr8-129418321-129419235,ENSG00000229140
chr8-129420272-129421163,ENSG00000229140
chr8-129422299-129423166,ENSG00000229140
chr8-129489021-129489905,ENSG00000229140
chr8-129535529-129536392,ENSG00000229140
chr8-129546510-129547350,ENSG00000229140
chr8-129547715-129548281,ENSG00000229140
chr8-129548474-129549349,ENSG00000229140
chr8-129551975-129552893,ENSG00000229140
chr8-129554240-129555022,ENSG00000229140
chr8-129557519-129558360,ENSG00000229140
chr8-129561590-129562400,ENSG00000229140
chr8-129581725-129582599,ENSG00000229140
chr8-129591681-129592546,ENSG00000229140
chr8-129666072-129666955,ENSG00000229140
chr8-129676472-129677301,ENSG00000229140
chr8-129678828-129679681,ENSG00000229140
chr8-129681732-129682646,ENSG00000229140
chr8-129885381-129886318,ENSG00000153310
chr8-129887874-129888767,ENSG00000153310
chr8-129891364-129892231,ENSG00000153310
chr8-129899871-129900761,ENSG00000153310
chr8-129909635-129910480,ENSG00000153310
chr8-129921220-129922116,ENSG00000153310
chr8-129933448-129934259,ENSG00000153310
chr8-129939413-129940322,ENSG00000153310
chr8-129958346-129958836,ENSG00000153310
chr8-129958941-129959488,ENSG00000153310
chr8-129969865-129970693,ENSG00000153310
chr8-129971445-129972336,ENSG00000153310
chr8-129973203-129974078,ENSG00000153310
chr8-129983994-129984797,ENSG00000153310
chr8-129985336-129986138,ENSG00000153310
chr8-129992427-129993104,ENSG00000153310
chr8-129994840-129995746,ENSG00000153310
chr8-129999660-130000481,ENSG00000153310
chr8-130005028-130005890,ENSG00000153310
chr8-130006637-130007545,ENSG00000153310
chr8-130008419-130009315,ENSG00000153310
chr8-130014897-130015619,ENSG00000153310
chr8-130016090-130016960,ENSG00000153310
chr8-130063830-130064751,ENSG00000153317
chr8-130068031-130068935,ENSG00000153317
chr8-130074431-130075204,ENSG00000153317
chr8-130081241-130082134,ENSG00000153317
chr8-130094428-130095315,ENSG00000153317
chr8-130096871-130097661,ENSG00000153317
chr8-130101577-130102487,ENSG00000153317
chr8-130129320-130130222,ENSG00000153317
chr8-130134615-130135542,ENSG00000153317
chr8-130182117-130183026,ENSG00000153317
chr8-130191532-130192460,ENSG00000153317
chr8-130193526-130194355,ENSG00000153317
chr8-130194517-130195314,ENSG00000153317
chr8-130201120-130202037,ENSG00000153317
chr8-130202722-130203613,ENSG00000153317
chr8-130206101-130206944,ENSG00000153317
chr8-130207470-130208229,ENSG00000153317
chr8-130220433-130221335,ENSG00000153317
chr8-130235992-130236882,ENSG00000153317
chr8-130244631-130245519,ENSG00000153317
chr8-130247319-130248067,ENSG00000153317
chr8-130248300-130249158,ENSG00000153317
chr8-130263442-130264268,ENSG00000153317
chr8-130276936-130277629,ENSG00000153317
chr8-130278842-130279669,ENSG00000153317
chr8-130284254-130285151,ENSG00000153317
chr8-130286220-130287115,ENSG00000153317
chr8-130293105-130293924,ENSG00000153317
chr8-130295946-130296809,ENSG00000153317
chr8-130300065-130300759,ENSG00000153317
chr8-130302234-130303091,ENSG00000153317
chr8-130304286-130305131,ENSG00000153317
chr8-130309088-130309970,ENSG00000153317
chr8-130313401-130314291,ENSG00000153317
chr8-130317618-130318400,ENSG00000153317
chr8-130318636-130319458,ENSG00000153317
chr8-130323799-130324633,ENSG00000153317
chr8-130327828-130328684,ENSG00000153317
chr8-130329647-130330564,ENSG00000153317
chr8-130340396-130341256,ENSG00000153317
chr8-130342799-130343720,ENSG00000153317
chr8-130351972-130352849,ENSG00000153317
chr8-130358195-130359104,ENSG00000153317
chr8-130360115-130360831,ENSG00000153317
chr8-130364328-130365218,ENSG00000153317
chr8-130411274-130412189,ENSG00000153317
chr8-130415871-130416449,ENSG00000153317
chr8-130416556-130417109,ENSG00000153317
chr8-130437389-130438238,ENSG00000153317
chr8-130443066-130443926,ENSG00000153317
chr8-130444643-130445437,ENSG00000153317
chr8-131903762-131904686,ENSG00000132294
chr8-131906144-131906967,ENSG00000132294
chr8-131911161-131911973,ENSG00000132294
chr8-131912911-131913671,ENSG00000132294
chr8-131916317-131917190,ENSG00000132294
chr8-131920099-131921020,ENSG00000132294
chr8-131925181-131925998,ENSG00000132294
chr8-131927284-131928017,ENSG00000132294
chr8-131946896-131947788,ENSG00000132294
chr8-131951884-131952742,ENSG00000132294
chr8-132191761-132192663,ENSG00000184156
chr8-132276093-132276974,ENSG00000184156
chr8-132325709-132326624,ENSG00000184156
chr8-132478375-132479252,ENSG00000184156
chr8-132480675-132481577,ENSG00000184156
chr8-132613855-132614739,ENSG00000129295
chr8-132651157-132652034,ENSG00000129295
chr8-132668053-132668888,ENSG00000129295
chr8-132669127-132669984,ENSG00000129295
chr8-132673070-132673881,ENSG00000129295
chr8-132675161-132676036,ENSG00000129295
chr8-132676841-132677566,ENSG00000129295
chr8-132739934-132740793,ENSG00000165071
chr8-132760199-132761105,ENSG00000165071
chr8-132772823-132773591,ENSG00000129292
chr8-132774935-132775803,ENSG00000129292
chr8-132784628-132785530,ENSG00000129292
chr8-132833568-132834436,ENSG00000129292
chr8-132875216-132876120,ENSG00000042832
chr8-132882195-132882839,ENSG00000042832
chr8-132895297-132896221,ENSG00000042832
chr8-132901063-132901903,ENSG00000042832
chr8-132920545-132921389,ENSG00000042832
chr8-132969224-132970112,ENSG00000042832
chr8-132978701-132979520,ENSG00000042832
chr8-132980728-132981496,ENSG00000042832
chr8-132982083-132982979,ENSG00000042832
chr8-132985247-132986137,ENSG00000042832
chr8-132994685-132995545,ENSG00000042832
chr8-132997251-132998140,ENSG00000042832
chr8-132999810-133000717,ENSG00000042832
